Review_ID,Product_Category,Customer_Age,Review_Text,Sentiment
R0510,Electronics,26-40,Poor quality and bad design.,Negative
R0511,Home Appliances,18-25,Exceeded my expectations!,Positive
R0512,Home Appliances,18-25,Amazing product!,Positive
R0513,Home Appliances,26-40,"Does the job, but not great.",Neutral
R0514,Electronics,26-40,"It's okay, nothing special.",Neutral
R0515,Books,60+,Not worth the money.,Negative
R0516,Toys,26-40,Superb quality and great value.,Positive
R0517,Home Appliances,60+,"Average quality, acceptable for the price.",Neutral
R0518,Apparel,41-60,Highly recommend this.,Positive
R0519,Books,41-60,"Terrible product, do not buy!",Negative
R0520,Books,26-40,Not worth the money.,Negative
R0521,Toys,18-25,Meets expectations but no more.,Neutral
R0522,Apparel,26-40,Meets expectations but no more.,Neutral
R0523,Electronics,18-25,Five stars!,Positive
R0524,Home Appliances,60+,Meets expectations but no more.,Neutral
R0525,Apparel,18-25,Horrible experience with this item.,Negative
R0526,Home Appliances,41-60,Horrible experience with this item.,Negative
R0527,Books,18-25,"Average quality, acceptable for the price.",Neutral
R0528,Apparel,18-25,Not worth the money.,Negative
R0529,Books,60+,Superb quality and great value.,Positive
R0530,Home Appliances,26-40,Neutral feelings about this.,Neutral
R0531,Books,18-25,Exceeded my expectations!,Positive
R0532,Books,41-60,Horrible experience with this item.,Negative
R0533,Toys,60+,Meets expectations but no more.,Neutral
R0534,Home Appliances,60+,Loved it! Will buy again.,Positive
R0535,Books,41-60,Five stars!,Positive
R0536,Toys,41-60,Very disappointing.,Negative
R0537,Books,60+,Not worth the money.,Negative
R0538,Apparel,41-60,"Terrible product, do not buy!",Negative
R0539,Books,41-60,Amazing product!,Positive
R0540,Electronics,60+,Poor quality and bad design.,Negative
R0541,Apparel,41-60,Horrible experience with this item.,Negative
R0542,Home Appliances,18-25,Meets expectations but no more.,Neutral
R0543,Toys,18-25,Horrible experience with this item.,Negative
R0544,Apparel,18-25,Not worth the money.,Negative
R0545,Home Appliances,60+,Very disappointing.,Negative
R0546,Toys,26-40,Poor quality and bad design.,Negative
R0547,Home Appliances,41-60,Meets expectations but no more.,Neutral
R0548,Toys,26-40,"Average quality, acceptable for the price.",Neutral
R0549,Toys,60+,Exceeded my expectations!,Positive
R0550,Books,26-40,"It's okay, nothing special.",Neutral
R0551,Apparel,60+,"Average quality, acceptable for the price.",Neutral
R0552,Apparel,41-60,"Does the job, but not great.",Neutral
R0553,Books,26-40,Superb quality and great value.,Positive
R0554,Electronics,41-60,Very disappointing.,Negative
R0555,Electronics,60+,Highly recommend this.,Positive
R0556,Books,41-60,Meets expectations but no more.,Neutral
R0557,Books,26-40,Not worth the money.,Negative
R0558,Electronics,41-60,Not worth the money.,Negative
R0559,Home Appliances,60+,Exceeded my expectations!,Positive
R0560,Electronics,18-25,Exceeded my expectations!,Positive
R0561,Books,60+,Very disappointing.,Negative
R0562,Apparel,18-25,Horrible experience with this item.,Negative
R0563,Apparel,26-40,Neutral feelings about this.,Neutral
R0564,Home Appliances,60+,"It's okay, nothing special.",Neutral
R0565,Apparel,26-40,Neutral feelings about this.,Neutral
R0566,Electronics,41-60,"Terrible product, do not buy!",Negative
R0567,Apparel,41-60,"It's okay, nothing special.",Neutral
R0568,Toys,41-60,Amazing product!,Positive
R0569,Home Appliances,41-60,Neutral feelings about this.,Neutral
R0570,Electronics,41-60,Five stars!,Positive
R0571,Apparel,18-25,Will never buy this again.,Negative
R0572,Electronics,60+,"Average quality, acceptable for the price.",Neutral
R0573,Electronics,18-25,Poor quality and bad design.,Negative
R0574,Apparel,26-40,"Does the job, but not great.",Neutral
R0575,Home Appliances,26-40,"Average quality, acceptable for the price.",Neutral
R0576,Apparel,41-60,Neutral feelings about this.,Neutral
R0577,Electronics,60+,"Average quality, acceptable for the price.",Neutral
R0578,Toys,18-25,Will never buy this again.,Negative
R0579,Electronics,18-25,Superb quality and great value.,Positive
R0580,Apparel,60+,Horrible experience with this item.,Negative
R0581,Apparel,60+,"Does the job, but not great.",Neutral
R0582,Home Appliances,26-40,"It's okay, nothing special.",Neutral
R0583,Home Appliances,26-40,Neutral feelings about this.,Neutral
R0584,Toys,41-60,Poor quality and bad design.,Negative
R0585,Apparel,26-40,Meets expectations but no more.,Neutral
R0586,Books,60+,Neutral feelings about this.,Neutral
R0587,Toys,60+,Highly recommend this.,Positive
R0588,Books,18-25,Superb quality and great value.,Positive
R0589,Apparel,18-25,Very disappointing.,Negative
R0590,Toys,26-40,"It's okay, nothing special.",Neutral
R0591,Books,26-40,Exceeded my expectations!,Positive
R0592,Electronics,18-25,Five stars!,Positive
R0593,Books,41-60,Meets expectations but no more.,Neutral
R0594,Apparel,60+,"Does the job, but not great.",Neutral
R0595,Toys,41-60,"Average quality, acceptable for the price.",Neutral
R0596,Toys,41-60,Horrible experience with this item.,Negative
R0597,Books,41-60,"Average quality, acceptable for the price.",Neutral
R0598,Books,18-25,"Terrible product, do not buy!",Negative
R0599,Electronics,41-60,"Terrible product, do not buy!",Negative
R0600,Home Appliances,41-60,Neutral feelings about this.,Neutral
R0601,Apparel,41-60,"It's okay, nothing special.",Neutral
R0602,Books,41-60,Highly recommend this.,Positive
R0603,Home Appliances,60+,Amazing product!,Positive
R0604,Toys,60+,Superb quality and great value.,Positive
R0605,Electronics,60+,Amazing product!,Positive
R0606,Books,60+,Horrible experience with this item.,Negative
R0607,Home Appliances,60+,Poor quality and bad design.,Negative
R0608,Apparel,60+,Will never buy this again.,Negative
R0609,Electronics,26-40,Superb quality and great value.,Positive
R0610,Books,26-40,Highly recommend this.,Positive
R0611,Electronics,60+,Neutral feelings about this.,Neutral
R0612,Home Appliances,60+,"Average quality, acceptable for the price.",Neutral
R0613,Electronics,41-60,Superb quality and great value.,Positive
R0614,Electronics,60+,Poor quality and bad design.,Negative
R0615,Home Appliances,18-25,Exceeded my expectations!,Positive
R0616,Books,18-25,Poor quality and bad design.,Negative
R0617,Books,18-25,"Does the job, but not great.",Neutral
R0618,Electronics,26-40,"Does the job, but not great.",Neutral
R0619,Home Appliances,60+,Highly recommend this.,Positive
R0620,Toys,41-60,Perfect in every way!,Positive
R0621,Home Appliances,18-25,"It's okay, nothing special.",Neutral
R0622,Books,41-60,Five stars!,Positive
R0623,Toys,60+,Loved it! Will buy again.,Positive
R0624,Toys,26-40,Poor quality and bad design.,Negative
R0625,Electronics,41-60,Very disappointing.,Negative
R0626,Toys,41-60,Horrible experience with this item.,Negative
R0627,Books,18-25,Amazing product!,Positive
R0628,Toys,26-40,Horrible experience with this item.,Negative
R0629,Home Appliances,41-60,Horrible experience with this item.,Negative
R0630,Apparel,60+,Very disappointing.,Negative
R0631,Apparel,18-25,Loved it! Will buy again.,Positive
R0632,Electronics,60+,Horrible experience with this item.,Negative
R0633,Home Appliances,26-40,"It's okay, nothing special.",Neutral
R0634,Toys,41-60,"Average quality, acceptable for the price.",Neutral
R0635,Toys,41-60,Meets expectations but no more.,Neutral
R0636,Books,60+,Superb quality and great value.,Positive
R0637,Books,18-25,Meets expectations but no more.,Neutral
R0638,Apparel,26-40,"Average quality, acceptable for the price.",Neutral
R0639,Electronics,60+,Neutral feelings about this.,Neutral
R0640,Home Appliances,41-60,Very disappointing.,Negative
R0641,Books,18-25,Five stars!,Positive
R0642,Toys,26-40,Loved it! Will buy again.,Positive
R0643,Electronics,18-25,Loved it! Will buy again.,Positive
R0644,Electronics,18-25,Neutral feelings about this.,Neutral
R0645,Apparel,41-60,Neutral feelings about this.,Neutral
R0646,Toys,60+,Amazing product!,Positive
R0647,Toys,18-25,"Does the job, but not great.",Neutral
R0648,Apparel,60+,"It's okay, nothing special.",Neutral
R0649,Toys,60+,Perfect in every way!,Positive
R0650,Electronics,26-40,Neutral feelings about this.,Neutral
R0651,Apparel,60+,Very disappointing.,Negative
R0652,Electronics,41-60,Very disappointing.,Negative
R0653,Toys,41-60,"It's okay, nothing special.",Neutral
R0654,Apparel,60+,Loved it! Will buy again.,Positive
R0655,Apparel,41-60,Will never buy this again.,Negative
R0656,Toys,26-40,Horrible experience with this item.,Negative
R0657,Toys,18-25,Will never buy this again.,Negative
R0658,Home Appliances,41-60,Five stars!,Positive
R0659,Electronics,60+,"Does the job, but not great.",Neutral
R0660,Books,41-60,Exceeded my expectations!,Positive
R0661,Apparel,18-25,Superb quality and great value.,Positive
R0662,Home Appliances,18-25,"Average quality, acceptable for the price.",Neutral
R0663,Toys,26-40,Superb quality and great value.,Positive
R0664,Home Appliances,60+,Poor quality and bad design.,Negative
R0665,Toys,18-25,Very disappointing.,Negative
R0666,Toys,60+,"Average quality, acceptable for the price.",Neutral
R0667,Books,60+,"Average quality, acceptable for the price.",Neutral
R0668,Toys,26-40,Amazing product!,Positive
R0669,Apparel,41-60,Will never buy this again.,Negative
R0670,Electronics,26-40,"Does the job, but not great.",Neutral
R0671,Home Appliances,41-60,Meets expectations but no more.,Neutral
R0672,Books,18-25,"Terrible product, do not buy!",Negative
R0673,Apparel,26-40,Exceeded my expectations!,Positive
R0674,Electronics,18-25,"Average quality, acceptable for the price.",Neutral
R0675,Toys,18-25,Not worth the money.,Negative
R0676,Books,41-60,Perfect in every way!,Positive
R0677,Apparel,60+,Loved it! Will buy again.,Positive
R0678,Electronics,26-40,"Terrible product, do not buy!",Negative
R0679,Books,18-25,"Terrible product, do not buy!",Negative
R0680,Home Appliances,18-25,Loved it! Will buy again.,Positive
R0681,Electronics,18-25,Will never buy this again.,Negative
R0682,Books,26-40,Will never buy this again.,Negative
R0683,Electronics,41-60,Neutral feelings about this.,Neutral
R0684,Toys,18-25,Meets expectations but no more.,Neutral
R0685,Apparel,41-60,Neutral feelings about this.,Neutral
R0686,Toys,18-25,Will never buy this again.,Negative
R0687,Toys,41-60,Will never buy this again.,Negative
R0688,Books,41-60,Not worth the money.,Negative
R0689,Toys,60+,Will never buy this again.,Negative
R0690,Apparel,26-40,Five stars!,Positive
R0691,Apparel,26-40,"Does the job, but not great.",Neutral
R0692,Electronics,18-25,Neutral feelings about this.,Neutral
R0693,Books,18-25,Amazing product!,Positive
R0694,Apparel,41-60,Neutral feelings about this.,Neutral
R0695,Home Appliances,26-40,"It's okay, nothing special.",Neutral
R0696,Home Appliances,60+,Five stars!,Positive
R0697,Electronics,18-25,Exceeded my expectations!,Positive
R0698,Apparel,18-25,Neutral feelings about this.,Neutral
R0699,Electronics,18-25,Neutral feelings about this.,Neutral
R0700,Apparel,60+,Very disappointing.,Negative
R0701,Home Appliances,26-40,"Terrible product, do not buy!",Negative
R0702,Home Appliances,18-25,Horrible experience with this item.,Negative
R0703,Books,41-60,Horrible experience with this item.,Negative
R0704,Electronics,60+,Poor quality and bad design.,Negative
R0705,Apparel,26-40,Perfect in every way!,Positive
R0706,Toys,18-25,Loved it! Will buy again.,Positive
R0707,Books,18-25,Loved it! Will buy again.,Positive
R0708,Electronics,60+,Amazing product!,Positive
R0709,Home Appliances,41-60,Very disappointing.,Negative
R0710,Books,18-25,Poor quality and bad design.,Negative
R0711,Books,26-40,"Average quality, acceptable for the price.",Neutral
R0712,Books,41-60,"Does the job, but not great.",Neutral
R0713,Apparel,41-60,Five stars!,Positive
R0714,Electronics,60+,Five stars!,Positive
R0715,Toys,60+,Highly recommend this.,Positive
R0716,Toys,60+,Horrible experience with this item.,Negative
R0717,Books,18-25,Neutral feelings about this.,Neutral
R0718,Toys,18-25,Neutral feelings about this.,Neutral
R0719,Home Appliances,41-60,Loved it! Will buy again.,Positive
R0720,Books,18-25,"Average quality, acceptable for the price.",Neutral
R0721,Electronics,41-60,Neutral feelings about this.,Neutral
R0722,Toys,60+,Loved it! Will buy again.,Positive
R0723,Home Appliances,26-40,"Terrible product, do not buy!",Negative
R0724,Electronics,26-40,"Does the job, but not great.",Neutral
R0725,Apparel,41-60,Poor quality and bad design.,Negative
R0726,Electronics,60+,Will never buy this again.,Negative
R0727,Apparel,26-40,"Does the job, but not great.",Neutral
R0728,Electronics,18-25,"Terrible product, do not buy!",Negative
R0729,Electronics,41-60,Exceeded my expectations!,Positive
R0730,Electronics,60+,Meets expectations but no more.,Neutral
R0731,Toys,41-60,Superb quality and great value.,Positive
R0732,Books,26-40,Perfect in every way!,Positive
R0733,Toys,26-40,Meets expectations but no more.,Neutral
R0734,Electronics,60+,Neutral feelings about this.,Neutral
R0735,Apparel,18-25,Horrible experience with this item.,Negative
R0736,Apparel,60+,Horrible experience with this item.,Negative
R0737,Electronics,18-25,Neutral feelings about this.,Neutral
R0738,Home Appliances,26-40,Highly recommend this.,Positive
R0739,Apparel,41-60,Five stars!,Positive
R0740,Home Appliances,41-60,Meets expectations but no more.,Neutral
R0741,Home Appliances,41-60,Meets expectations but no more.,Neutral
R0742,Toys,41-60,Very disappointing.,Negative
R0743,Electronics,26-40,"Terrible product, do not buy!",Negative
R0744,Apparel,60+,Will never buy this again.,Negative
R0745,Home Appliances,60+,Amazing product!,Positive
R0746,Apparel,18-25,"Average quality, acceptable for the price.",Neutral
R0747,Books,60+,Meets expectations but no more.,Neutral
R0748,Books,26-40,Poor quality and bad design.,Negative
R0749,Electronics,41-60,"It's okay, nothing special.",Neutral
R0750,Apparel,60+,"It's okay, nothing special.",Neutral
R0751,Electronics,26-40,Neutral feelings about this.,Neutral
R0752,Books,18-25,Poor quality and bad design.,Negative
R0753,Apparel,18-25,Perfect in every way!,Positive
R0754,Toys,18-25,Highly recommend this.,Positive
R0755,Electronics,41-60,Exceeded my expectations!,Positive
R0756,Books,26-40,"Does the job, but not great.",Neutral
R0757,Toys,41-60,Amazing product!,Positive
R0758,Home Appliances,18-25,Amazing product!,Positive
R0759,Home Appliances,60+,Superb quality and great value.,Positive
R0760,Home Appliances,26-40,"Terrible product, do not buy!",Negative
R0761,Home Appliances,41-60,Exceeded my expectations!,Positive
R0762,Apparel,60+,Perfect in every way!,Positive
R0763,Books,41-60,"Terrible product, do not buy!",Negative
R0764,Apparel,26-40,Very disappointing.,Negative
R0765,Home Appliances,41-60,Loved it! Will buy again.,Positive
R0766,Electronics,26-40,Amazing product!,Positive
R0767,Apparel,26-40,Highly recommend this.,Positive
R0768,Home Appliances,18-25,Meets expectations but no more.,Neutral
R0769,Apparel,41-60,Five stars!,Positive
R0770,Books,26-40,Loved it! Will buy again.,Positive
R0771,Apparel,26-40,Meets expectations but no more.,Neutral
R0772,Books,41-60,Will never buy this again.,Negative
R0773,Home Appliances,60+,Not worth the money.,Negative
R0774,Toys,18-25,Will never buy this again.,Negative
R0775,Toys,26-40,Neutral feelings about this.,Neutral
R0776,Electronics,41-60,Not worth the money.,Negative
R0777,Apparel,41-60,"It's okay, nothing special.",Neutral
R0778,Toys,41-60,Not worth the money.,Negative
R0779,Apparel,60+,Exceeded my expectations!,Positive
R0780,Apparel,26-40,Five stars!,Positive
R0781,Apparel,26-40,Exceeded my expectations!,Positive
R0782,Electronics,26-40,Loved it! Will buy again.,Positive
R0783,Home Appliances,26-40,Very disappointing.,Negative
R0784,Apparel,41-60,Very disappointing.,Negative
R0785,Electronics,41-60,Loved it! Will buy again.,Positive
R0786,Electronics,18-25,Horrible experience with this item.,Negative
R0787,Apparel,41-60,Very disappointing.,Negative
R0788,Apparel,41-60,Perfect in every way!,Positive
R0789,Books,18-25,"Terrible product, do not buy!",Negative
R0790,Home Appliances,26-40,Horrible experience with this item.,Negative
R0791,Apparel,26-40,Neutral feelings about this.,Neutral
R0792,Electronics,41-60,Very disappointing.,Negative
R0793,Home Appliances,60+,Loved it! Will buy again.,Positive
R0794,Toys,41-60,Neutral feelings about this.,Neutral
R0795,Apparel,60+,Loved it! Will buy again.,Positive
R0796,Electronics,60+,Horrible experience with this item.,Negative
R0797,Apparel,41-60,Horrible experience with this item.,Negative
R0798,Toys,18-25,Highly recommend this.,Positive
R0799,Apparel,60+,Not worth the money.,Negative
R0800,Books,26-40,Five stars!,Positive
R0801,Electronics,18-25,Poor quality and bad design.,Negative
R0802,Toys,60+,Amazing product!,Positive
R0803,Home Appliances,41-60,Five stars!,Positive
R0804,Apparel,60+,Five stars!,Positive
R0805,Home Appliances,18-25,Five stars!,Positive
R0806,Electronics,18-25,Very disappointing.,Negative
R0807,Apparel,26-40,"Does the job, but not great.",Neutral
R0808,Apparel,41-60,Neutral feelings about this.,Neutral
R0809,Toys,26-40,Neutral feelings about this.,Neutral
R0810,Electronics,26-40,Perfect in every way!,Positive
R0811,Books,26-40,"Does the job, but not great.",Neutral
R0812,Toys,60+,Exceeded my expectations!,Positive
R0813,Apparel,41-60,Very disappointing.,Negative
R0814,Electronics,60+,Will never buy this again.,Negative
R0815,Apparel,26-40,Neutral feelings about this.,Neutral
R0816,Toys,18-25,Meets expectations but no more.,Neutral
R0817,Electronics,26-40,Very disappointing.,Negative
R0818,Books,26-40,"It's okay, nothing special.",Neutral
R0819,Home Appliances,18-25,Five stars!,Positive
R0820,Apparel,60+,"Average quality, acceptable for the price.",Neutral
R0821,Home Appliances,60+,Highly recommend this.,Positive
R0822,Toys,26-40,Exceeded my expectations!,Positive
R0823,Apparel,41-60,Not worth the money.,Negative
R0824,Electronics,26-40,Poor quality and bad design.,Negative
R0825,Apparel,60+,Five stars!,Positive
R0826,Home Appliances,26-40,Neutral feelings about this.,Neutral
R0827,Home Appliances,60+,Five stars!,Positive
R0828,Apparel,26-40,Loved it! Will buy again.,Positive
R0829,Toys,26-40,"It's okay, nothing special.",Neutral
R0830,Home Appliances,60+,Meets expectations but no more.,Neutral
R0831,Toys,26-40,Exceeded my expectations!,Positive
R0832,Apparel,60+,Perfect in every way!,Positive
R0833,Apparel,18-25,Perfect in every way!,Positive
R0834,Apparel,60+,Five stars!,Positive
R0835,Home Appliances,41-60,Highly recommend this.,Positive
R0836,Apparel,18-25,Poor quality and bad design.,Negative
R0837,Home Appliances,26-40,Neutral feelings about this.,Neutral
R0838,Electronics,60+,Not worth the money.,Negative
R0839,Home Appliances,41-60,"It's okay, nothing special.",Neutral
R0840,Electronics,26-40,Horrible experience with this item.,Negative
R0841,Books,41-60,Will never buy this again.,Negative
R0842,Toys,41-60,Superb quality and great value.,Positive
R0843,Apparel,60+,Perfect in every way!,Positive
R0844,Apparel,26-40,"Average quality, acceptable for the price.",Neutral
R0845,Electronics,26-40,Highly recommend this.,Positive
R0846,Home Appliances,60+,Loved it! Will buy again.,Positive
R0847,Apparel,26-40,"Terrible product, do not buy!",Negative
R0848,Apparel,26-40,Loved it! Will buy again.,Positive
R0849,Toys,41-60,Not worth the money.,Negative
R0850,Home Appliances,60+,Perfect in every way!,Positive
R0851,Home Appliances,41-60,Neutral feelings about this.,Neutral
R0852,Electronics,41-60,"Terrible product, do not buy!",Negative
R0853,Apparel,41-60,"Does the job, but not great.",Neutral
R0854,Toys,26-40,Will never buy this again.,Negative
R0855,Books,60+,Meets expectations but no more.,Neutral
R0856,Books,41-60,"Terrible product, do not buy!",Negative
R0857,Books,41-60,Loved it! Will buy again.,Positive
R0858,Toys,18-25,Amazing product!,Positive
R0859,Books,26-40,Five stars!,Positive
R0860,Electronics,41-60,Five stars!,Positive
R0861,Books,60+,Meets expectations but no more.,Neutral
R0862,Electronics,18-25,"Does the job, but not great.",Neutral
R0863,Toys,41-60,Very disappointing.,Negative
R0864,Apparel,41-60,Exceeded my expectations!,Positive
R0865,Apparel,26-40,"It's okay, nothing special.",Neutral
R0866,Electronics,41-60,"Does the job, but not great.",Neutral
R0867,Apparel,41-60,"Average quality, acceptable for the price.",Neutral
R0868,Electronics,26-40,Will never buy this again.,Negative
R0869,Toys,18-25,Amazing product!,Positive
R0870,Electronics,41-60,Amazing product!,Positive
R0871,Electronics,26-40,Highly recommend this.,Positive
R0872,Books,18-25,Neutral feelings about this.,Neutral
R0873,Toys,18-25,Exceeded my expectations!,Positive
R0874,Electronics,26-40,Loved it! Will buy again.,Positive
R0875,Apparel,60+,Exceeded my expectations!,Positive
R0876,Electronics,26-40,Superb quality and great value.,Positive
R0877,Toys,41-60,Highly recommend this.,Positive
R0878,Toys,26-40,"Average quality, acceptable for the price.",Neutral
R0879,Toys,26-40,Not worth the money.,Negative
R0880,Electronics,18-25,Superb quality and great value.,Positive
R0881,Electronics,60+,Perfect in every way!,Positive
R0882,Electronics,41-60,Loved it! Will buy again.,Positive
R0883,Electronics,41-60,"Average quality, acceptable for the price.",Neutral
R0884,Electronics,26-40,Poor quality and bad design.,Negative
R0885,Electronics,26-40,Very disappointing.,Negative
R0886,Toys,60+,Loved it! Will buy again.,Positive
R0887,Home Appliances,60+,Will never buy this again.,Negative
R0888,Apparel,18-25,Neutral feelings about this.,Neutral
R0889,Toys,18-25,Meets expectations but no more.,Neutral
R0890,Home Appliances,60+,"Does the job, but not great.",Neutral
R0891,Apparel,18-25,Exceeded my expectations!,Positive
R0892,Home Appliances,60+,"Does the job, but not great.",Neutral
R0893,Toys,18-25,"It's okay, nothing special.",Neutral
R0894,Electronics,60+,Neutral feelings about this.,Neutral
R0895,Toys,60+,Superb quality and great value.,Positive
R0896,Apparel,41-60,Poor quality and bad design.,Negative
R0897,Apparel,26-40,Perfect in every way!,Positive
R0898,Books,18-25,Poor quality and bad design.,Negative
R0899,Apparel,18-25,Amazing product!,Positive
R0900,Books,41-60,Will never buy this again.,Negative
R0901,Apparel,60+,Exceeded my expectations!,Positive
R0902,Electronics,60+,"It's okay, nothing special.",Neutral
R0903,Toys,41-60,Poor quality and bad design.,Negative
R0904,Home Appliances,60+,Horrible experience with this item.,Negative
R0905,Apparel,18-25,"Does the job, but not great.",Neutral
R0906,Home Appliances,60+,Very disappointing.,Negative
R0907,Home Appliances,18-25,Perfect in every way!,Positive
R0908,Toys,26-40,"It's okay, nothing special.",Neutral
R0909,Home Appliances,18-25,Meets expectations but no more.,Neutral
R0910,Books,18-25,Amazing product!,Positive
R0911,Home Appliances,26-40,Horrible experience with this item.,Negative
R0912,Electronics,41-60,"Average quality, acceptable for the price.",Neutral
R0913,Toys,18-25,Will never buy this again.,Negative
R0914,Apparel,41-60,"Average quality, acceptable for the price.",Neutral
R0915,Toys,18-25,Perfect in every way!,Positive
R0916,Books,41-60,"It's okay, nothing special.",Neutral
R0917,Books,60+,"Average quality, acceptable for the price.",Neutral
R0918,Toys,41-60,Not worth the money.,Negative
R0919,Books,26-40,Very disappointing.,Negative
R0920,Books,26-40,Meets expectations but no more.,Neutral
R0921,Apparel,26-40,Very disappointing.,Negative
R0922,Home Appliances,60+,"Does the job, but not great.",Neutral
R0923,Electronics,18-25,"Does the job, but not great.",Neutral
R0924,Toys,41-60,Horrible experience with this item.,Negative
R0925,Books,60+,Loved it! Will buy again.,Positive
R0926,Books,60+,"Terrible product, do not buy!",Negative
R0927,Electronics,26-40,Meets expectations but no more.,Neutral
R0928,Toys,18-25,Superb quality and great value.,Positive
R0929,Electronics,18-25,Meets expectations but no more.,Neutral
R0930,Home Appliances,41-60,Poor quality and bad design.,Negative
R0931,Home Appliances,41-60,Poor quality and bad design.,Negative
R0932,Home Appliances,26-40,Amazing product!,Positive
R0933,Apparel,41-60,Will never buy this again.,Negative
R0934,Home Appliances,26-40,Neutral feelings about this.,Neutral
R0935,Electronics,26-40,Meets expectations but no more.,Neutral
R0936,Apparel,26-40,Superb quality and great value.,Positive
R0937,Home Appliances,26-40,"It's okay, nothing special.",Neutral
R0938,Toys,41-60,Exceeded my expectations!,Positive
R0939,Home Appliances,26-40,Amazing product!,Positive
R0940,Books,26-40,Not worth the money.,Negative
R0941,Books,41-60,Will never buy this again.,Negative
R0942,Books,41-60,Perfect in every way!,Positive
R0943,Electronics,26-40,Superb quality and great value.,Positive
R0944,Apparel,26-40,Not worth the money.,Negative
R0945,Home Appliances,60+,Very disappointing.,Negative
R0946,Books,41-60,Five stars!,Positive
R0947,Home Appliances,60+,Poor quality and bad design.,Negative
R0948,Toys,26-40,Horrible experience with this item.,Negative
R0949,Books,26-40,Loved it! Will buy again.,Positive
R0950,Books,41-60,Neutral feelings about this.,Neutral
R0951,Toys,60+,"Does the job, but not great.",Neutral
R0952,Toys,26-40,Will never buy this again.,Negative
R0953,Toys,18-25,Meets expectations but no more.,Neutral
R0954,Toys,60+,Very disappointing.,Negative
R0955,Books,18-25,Very disappointing.,Negative
R0956,Electronics,60+,"Average quality, acceptable for the price.",Neutral
R0957,Apparel,60+,Superb quality and great value.,Positive
R0958,Electronics,41-60,Highly recommend this.,Positive
R0959,Apparel,60+,Poor quality and bad design.,Negative
R0960,Electronics,26-40,Loved it! Will buy again.,Positive
R0961,Toys,41-60,Not worth the money.,Negative
R0962,Home Appliances,60+,Horrible experience with this item.,Negative
R0963,Toys,60+,Very disappointing.,Negative
R0964,Toys,41-60,"It's okay, nothing special.",Neutral
R0965,Books,18-25,Loved it! Will buy again.,Positive
R0966,Home Appliances,26-40,Meets expectations but no more.,Neutral
R0967,Books,18-25,Meets expectations but no more.,Neutral
R0968,Electronics,26-40,Will never buy this again.,Negative
R0969,Apparel,41-60,Horrible experience with this item.,Negative
R0970,Home Appliances,60+,Exceeded my expectations!,Positive
R0971,Home Appliances,26-40,"Does the job, but not great.",Neutral
R0972,Books,26-40,Highly recommend this.,Positive
R0973,Apparel,18-25,Poor quality and bad design.,Negative
R0974,Books,41-60,Perfect in every way!,Positive
R0975,Books,26-40,Poor quality and bad design.,Negative
R0976,Toys,60+,"Does the job, but not great.",Neutral
R0977,Home Appliances,60+,Highly recommend this.,Positive
R0978,Toys,18-25,Will never buy this again.,Negative
R0979,Electronics,18-25,"Terrible product, do not buy!",Negative
R0980,Toys,18-25,Horrible experience with this item.,Negative
R0981,Apparel,18-25,Perfect in every way!,Positive
R0982,Books,18-25,"It's okay, nothing special.",Neutral
R0983,Books,60+,Will never buy this again.,Negative
R0984,Home Appliances,60+,Horrible experience with this item.,Negative
R0985,Toys,26-40,Will never buy this again.,Negative
R0986,Electronics,60+,Meets expectations but no more.,Neutral
R0987,Books,26-40,Five stars!,Positive
R0988,Electronics,60+,Perfect in every way!,Positive
R0989,Home Appliances,41-60,Superb quality and great value.,Positive
R0990,Home Appliances,26-40,"Terrible product, do not buy!",Negative
R0991,Books,60+,Perfect in every way!,Positive
R0992,Electronics,41-60,Loved it! Will buy again.,Positive
R0993,Electronics,26-40,Five stars!,Positive
R0994,Electronics,60+,Neutral feelings about this.,Neutral
R0995,Toys,26-40,"Terrible product, do not buy!",Negative
R0996,Electronics,41-60,Superb quality and great value.,Positive
R0997,Electronics,41-60,Loved it! Will buy again.,Positive
R0998,Books,26-40,"Does the job, but not great.",Neutral
R0999,Home Appliances,26-40,Superb quality and great value.,Positive
R1000,Books,18-25,"Does the job, but not great.",Neutral
